Player_Name,Team,Position,Games_Played,Minutes,Field_Goals,Field_Goals_Attempted,Field_Goal_Percentage,three_points,three_points_attempted,Three_points_percentage,Free_throw,Free_throw_attempt,Free_throw_percentage,Offensive_rebounds,Defensive_rebounds,Total_rebounds,Assists,Steals,Turnovers,Blocks,Personal_fouls,PTS,Playmaking,Shooting,Offense,All_Around,Defense
Evan Fournier,DEN,SG,39,11.6,2.1,4.3,49.4,0.6,1.5,41.7,0.8,1,76.9,0.2,0.8,1,1.3,0.6,0.9,0,1.8,5.6,-0.287356322,0.58868006,0.979775281,5.58974359,1.4
Evan Turner,PHI,SF,82,35.3,5.3,12.8,41.8,0.7,1.9,35,1.9,2.5,73.6,0.7,5.5,6.2,4.4,0.9,2.3,0.2,2.4,13.2,1.79414542,0.474478162,0.806559821,15.68292683,6.6
Festus Ezeli,GSW,C,77,14.5,0.9,2.2,43.5,0,0,0,0.6,1.1,53.1,1.8,2.2,4.1,0.3,0.3,0.8,1,2,2.5,-4.137931034,0.46753876,0.705667276,6.61038961,3.5
Francisco Garcia,SAC,SG,40,17.8,1.9,5.1,37.6,1,2.7,36.7,0.3,0.4,85.7,0.2,1.5,1.7,1.1,0.8,0.5,0.8,1.7,5.2,1.310861423,0.492797574,0.896551724,6,3.1
Garrett Temple,WAS,SG,52,22.8,2.1,5,41.2,0.5,1.6,33.7,0.5,0.7,70.3,0.6,1.9,2.5,2.2,1,1.2,0.3,1.9,5.2,1.169590643,0.489414153,0.794117647,7.288461538,3.2
Gary Neal,SAS,PG,69,21.7,3.6,8.7,41.1,1.3,3.7,35,0.9,1.1,86.5,0.2,1.9,2.1,1.9,0.4,1,0,1.4,9.4,1.228878648,0.512282142,0.917963225,7.913043478,2.3
George Hill,IND,PG,76,34.4,5.1,11.4,44.4,1.7,4.6,37,2.3,2.8,81.5,0.6,3.1,3.8,4.7,1.1,1.5,0.3,1.8,14.2,4.748062016,0.562143125,0.993097101,16.80263158,4.5
Gerald Green,IND,SF,60,18.2,2.7,7.2,37,1,3.2,31.3,0.8,1.1,79.4,0.5,1.8,2.4,0.8,0.3,0.9,0.4,1.1,7.2,-2.014652015,0.468505986,0.832369942,6,2.5
Gerald Henderson,CHA,SG,68,31.4,5.7,12.5,45.6,0.5,1.5,33,3.8,4.6,82.1,0.8,2.9,3.7,2.6,1,1.6,0.5,2.2,15.7,0.42462845,0.540639048,0.957418198,15.91176471,4.4
Gerald Wallace,BKN,SF,70,30.1,2.6,6.5,39.7,0.7,2.3,28.2,1.7,2.7,63.5,1,3.6,4.6,2.7,1.4,1.6,0.7,1.7,7.6,0.664451827,0.494276795,0.804232804,12.5,5.7
Glen Davis,ORL,PF,34,31.3,6.3,14.1,44.8,0,0.1,0,2.5,3.4,71.8,1.6,5.6,7.2,2.1,0.9,1.9,0.6,2.6,15.1,-1.597444089,0.483925741,0.852159468,17.08823529,7.1
Goran Dragic,PHO,PG,76,33.4,5.1,11.8,43.7,1.1,3.6,31.3,3.1,4.2,74.3,0.8,2.3,3.1,7.4,1.6,2.7,0.3,2.8,14.5,6.686626747,0.531156011,0.873563218,18.61842105,4.2
Gordon Hayward,UTH,SG,71,29.3,4.6,10.6,43.3,1.4,3.3,41.1,3.4,4.1,83.2,0.7,2.4,3.1,3,0.8,1.7,0.5,1.7,14,1.023890785,0.564106056,0.974987739,14.4084507,3.7
Grant Hill,LAC,SF,29,15,1.3,3.4,38.4,0.1,0.4,27.3,0.5,0.8,58.3,0.2,1.5,1.7,0.9,0.4,0.9,0.2,1.3,3.2,-2,0.426136364,0.681318681,3.724137931,2.1
Greg Monroe,DET,C,82,33.1,6.4,13.1,48.6,0,0.1,0,3.3,4.8,69,2.9,6.6,9.5,3.4,1.3,2.9,0.7,2.4,16,-1.913393756,0.525910723,0.869449967,22.80487805,8.6
Greg Smith,HOU,PF,70,15.7,2.4,3.9,60.9,0,0,0,1.1,1.7,61.7,1.6,3,4.6,0.4,0.3,0.6,0.6,2.5,5.8,-2.123142251,0.623924269,1.08411215,10.2,3.9
Greg Stiemsma,MIN,C,76,16,1.7,3.7,45.4,0,0,0,0.7,0.9,77.5,0.9,2.6,3.5,0.4,0.6,0.8,1.2,2.5,4.1,-3.333333333,0.501736781,0.829787234,7.197368421,4.4
Greivis Vasquez,NOR,PG,77,34.4,5.6,13,43,1.1,3.1,34,1.6,2,80.8,0.6,3.8,4.3,9,0.9,3.1,0.1,2.4,13.8,8.430232558,0.497305288,0.807137434,18,4.8
Gustavo Ayon,ORL,PF,43,13.3,1.6,2.9,53.6,0,0,0,0.4,0.9,50,0.9,2.3,3.3,1.4,0.3,0.9,0.3,1.9,3.6,0.250626566,0.545160383,0.844686649,7.209302326,2.9
Hakim Warrick,CHA,PF,27,17.9,2.4,6,40.5,0,0.1,0,2.1,3.2,67.4,0.8,2.5,3.3,0.9,0.4,1.1,0.2,1.4,7,-2.793296089,0.472878303,0.804255319,8.185185185,3.1
Hamed Haddadi,PHO,C,17,13.7,1.6,3.6,45.9,0,0,0,0.8,1.5,52,1.9,3.2,5.1,0.5,0.3,1.6,1.2,2.6,4.1,-9.245742092,0.483158476,0.693069307,8.352941176,4.7
Harrison Barnes,GSW,SF,80,25.4,3.4,7.7,43.9,0.6,1.8,35.4,1.8,2.4,75.5,0.7,3.5,4.1,1.2,0.6,1.2,0.2,1.7,9.2,-1.57480315,0.525354043,0.910891089,10.4,4.3
Hasheem Thabeet,OKC,C,65,11.6,1,1.6,60.4,0,0,0,0.5,0.8,60.8,1.1,1.9,2.9,0.2,0.5,0.6,0.9,2.2,2.4,-4.022988506,0.614754098,0.923076923,6.030769231,3.3
Hedo Turkoglu,ORL,SF,11,17.2,1.3,4.8,26.4,0.1,2.2,4.2,0.3,0.5,50,0.4,2,2.4,2.1,0.6,1.1,0.1,1,2.9,1.744186047,0.287562904,0.470588235,3.636363636,2.7
Ian Mahinmi,IND,C,80,16.5,1.9,4.1,44.8,0,0,0,1.3,2.1,60.8,1.4,2.5,3.9,0.4,0.5,1.2,0.8,2.5,5,-5.656565657,0.497611465,0.787401575,8,3.8
Iman Shumpert,NYK,SF,44,22.2,2.5,6.1,40.7,1.2,2.8,41.1,0.8,1.1,76.6,0.7,2.3,3,1.7,1,0.8,0.1,2.2,6.9,1.501501502,0.52573326,0.929663609,8.613636364,3.4
Isaiah Thomas,SAC,PG,78,26.7,4.6,10.4,44,1.5,4,36.6,3.1,3.5,88,0.3,1.7,2,4,0.8,1.8,0,2.1,13.7,3.245942572,0.574039866,0.982988506,13.30769231,2.5
Ishmael Smith,ORL,PG,11,11.5,0.5,2.6,17.2,0,0.4,0,0,0,0,0.3,1.3,1.5,1.6,0.4,0.8,0.1,0.5,0.9,2.31884058,0.172413793,0.263157895,1.636363636,1.8
Ivan Johnson,ATL,PF,69,15,2.7,5.2,51.5,0,0.2,7.1,1.1,1.8,62.4,1.1,2.7,3.8,0.7,0.9,1.1,0.2,1.9,6.5,-4.222222222,0.542847471,0.903420523,9.188405797,3.8
J.J. Barea,MIN,PG,49,23,4.6,10.7,42.9,1.5,4.1,36.1,1.2,1.6,73.4,0.3,2.1,2.5,3.8,0.4,2,0,1.8,11.9,2.31884058,0.52210202,0.881996974,10.91836735,2.5
J.J. Hickson,POR,C,79,29.1,5.2,9.3,56.2,0,0,0,2.3,3.4,67.8,3.3,7.1,10.4,1.1,0.6,1.8,0.6,2,12.7,-3.665521191,0.587676948,0.991596639,20.59493671,8.3
J.J. Redick,ORL,SG,50,31.5,5.2,11.6,45,2.3,6,39,2.3,2.6,89.1,0.2,2.2,2.4,4.4,0.6,2.1,0.1,1.4,15.1,2.645502646,0.592435656,1.006666667,14.4,2.9
J.R. Smith,NYK,SG,79,33.5,6.5,15.5,42.1,1.9,5.4,35.3,3,3.9,76.2,0.8,4.5,5.3,2.7,1.2,1.7,0.3,2.9,17.9,0.298507463,0.51965425,0.934567085,17.60759494,6
Jae Crowder,DAL,SF,77,17.4,1.8,4.7,38.7,0.8,2.5,33,0.6,0.9,64.4,0.5,1.9,2.4,1.2,0.8,0.6,0.2,1.6,5.1,1.149425287,0.500815578,0.888135593,6.506493506,2.9
Jamaal Tinsley,UTH,PG,65,18.5,1.3,3.6,36.8,0.6,1.9,30.6,0.3,0.4,69.2,0.3,1.5,1.8,4.4,1,1.6,0.2,1.6,3.5,7.207207207,0.464471969,0.64957265,7.107692308,2.7
Jamal Crawford,LAC,SG,76,29.4,5.9,13.4,43.8,2,5.2,37.6,2.8,3.3,87.1,0.3,1.4,1.7,2.5,1,1.9,0.2,0.9,16.5,-0.793650794,0.555634327,0.973980583,13,2.6
Jameer Nelson,ORL,PG,56,35.3,5.5,13.9,39.2,2.2,6.3,34.1,1.6,1.8,87.3,0.4,3.3,3.7,7.4,1.3,2.8,0.1,2.9,14.7,6.043437205,0.50034045,0.835109082,16.19642857,4.7
James Anderson,HOU,SG,29,10.6,1.5,3.8,40,0.6,1.9,32.7,0.6,0.7,85,0.5,1.5,2,1.2,0.4,0.7,0.1,0.7,4.2,0.943396226,0.513468013,0.871428571,5.034482759,2
James Harden,HOU,SG,78,38.1,7.4,17,43.4,2.2,6.2,36.5,8.7,10.2,85.3,0.8,4,4.8,5.8,1.8,3.8,0.5,2.3,25.7,0.174978128,0.598064716,0.992574257,26.69230769,6.3
James Johnson,SAC,PF,53,16.4,2.2,5.3,41.6,0,0.4,9.5,0.8,1.2,61.5,0.9,1.8,2.7,1.1,0.8,1.3,0.9,1.9,5.2,-3.455284553,0.446370811,0.722513089,6.698113208,3.5
Jan Vesely,WAS,SF,52,11.7,1.1,2.2,50,0,0,0,0.2,0.8,30.8,0.8,1.5,2.3,0.5,0.3,0.5,0.3,2.1,2.4,-1.424501425,0.471769324,0.776397516,4.826923077,2.1
Jannero Pargo,CHA,PG,18,16.9,3.3,8.3,39.6,1.6,4.3,37.7,0.4,0.4,87.5,0.4,0.9,1.3,1.9,0.8,1.6,0.1,1.6,8.6,-1.972386588,0.50960021,0.85399449,6.055555556,1.8
Jared Dudley,PHO,SG,78,27.5,4,8.5,46.9,1.3,3.4,39.3,1.6,2,79.7,1,2.1,3.1,2.6,0.9,1.3,0.1,1.6,11,1.575757576,0.586353945,1.019002375,12.30769231,3.1
Jared Sullinger,BOS,PF,45,19.8,2.5,5,49.3,0,0.1,20,1,1.4,74.6,2,3.8,5.9,0.8,0.5,0.6,0.5,3.4,6,-0.336700337,0.534188034,0.952380952,11.02222222,4.8
Jarrett Jack,GSW,PG,78,29.8,4.9,10.8,45.2,1,2.6,40,2.1,2.5,84.2,0.2,2.8,3.1,5.6,0.7,2,0.1,1.7,12.9,5.81655481,0.542142703,0.918302145,14.91025641,3.6
Jason Collins,BOS,C,32,10.3,0.3,0.7,34.8,0,0,0,0.7,0.9,70,0.7,1,1.6,0.2,0.3,0.5,0.2,2.3,1.2,-3.55987055,0.546605293,0.723809524,2.75,1.5
Jason Kidd,NYK,PG,75,26.9,2,5.4,37.1,1.5,4.3,35.1,0.5,0.6,83.3,0.7,3.6,4.2,3.3,1.7,1,0.3,1.6,6,4.460966543,0.529661017,0.895522388,11.22666667,5.6
Jason Maxiell,DET,PF,72,24.9,2.8,6.3,44.6,0,0,0,1.3,2,62.1,1.9,3.8,5.7,0.8,0.4,1.1,1.3,2.4,6.9,-2.275769746,0.480323179,0.821487603,11.20833333,5.5
Jason Richardson,PHI,SG,33,28.5,4.1,10.2,40.2,1.7,5.1,34.1,0.6,1,60.6,0.6,3.3,3.8,1.5,1.2,0.8,0.5,1.7,10.5,0.701754386,0.493570778,0.914361001,11.06060606,5
Jason Smith,NOR,PF,51,17.2,3.3,6.7,49,0,0.1,0,1.7,2,84.3,1.3,2.4,3.6,0.7,0.3,1.1,0.9,2.4,8.2,-3.682170543,0.540219189,0.930957684,9.509803922,3.6
Jason Terry,BOS,SG,78,26.9,3.6,8.2,43.6,1.6,4.2,37.3,1.5,1.7,87,0.2,1.8,2,2.5,0.8,1.3,0.1,1.4,10.1,1.36307311,0.564049705,0.975851393,9.807692308,2.7
Jason Thompson,SAC,PF,81,27.8,4.5,9,50.3,0,0,0,1.7,2.5,69.2,2.1,4.5,6.6,1,0.6,1.2,0.7,2.8,10.8,-1.918465228,0.534631929,0.943396226,14.81481481,5.8
JaVale McGee,DEN,C,80,18.1,3.8,6.6,57.5,0,0,100,1.4,2.3,59.1,2,2.8,4.8,0.3,0.4,1.1,2,2.3,9,-4.972375691,0.591171834,1.016949153,13.5,5.2
Jeff Adrien,CHA,SF,53,13.7,1.4,3.2,43.3,0,0,0,1.2,1.9,65,1.3,2.5,3.8,0.7,0.3,0.6,0.5,1.6,4,-0.97323601,0.494310763,0.83960396,7.603773585,3.3
Jeff Green,BOS,PF,80,27.8,4.6,9.9,46.4,0.9,2.3,38.1,2.6,3.2,80.9,0.7,3.2,3.9,1.6,0.7,1.6,0.9,2.1,12.7,-1.918465228,0.561549346,0.969465649,13.5,4.8
Jeff Teague,ATL,PG,80,32.8,5.5,12.2,45.1,1.1,3,35.8,2.5,2.8,87.9,0.3,2,2.3,7.2,1.5,2.9,0.4,2.2,14.5,5.792682927,0.539755807,0.878787879,16.6,3.9
Jeffery Taylor,CHA,SG,76,19.8,2.3,5.2,43.1,0.7,2,34,1,1.4,72.8,0.7,1.3,2,0.8,0.6,0.6,0.2,1.8,6.2,-0.336700337,0.533239743,0.953441296,6.697368421,2.1
Jeremy Lin,HOU,PG,82,32.2,4.8,11,44,1.1,3.2,33.6,2.6,3.4,78.6,0.4,2.6,3,6.1,1.6,2.8,0.4,2.5,13.4,3.933747412,0.536223116,0.864333464,16.30487805,4.6
Jeremy Pargo,CLE,PG,25,18,3,7.5,40.1,0.7,2.3,31.6,1.1,1.6,68.3,0.3,1,1.3,2.6,0.5,1.5,0.1,1.3,7.8,1.296296296,0.47422179,0.792682927,6.84,1.6
Jermaine O'Neal,PHO,C,54,18.5,3.2,6.6,47.9,0,0,0,1.8,2.1,84.1,1.5,3.8,5.3,0.8,0.4,1.3,1.4,2.2,8.1,-4.144144144,0.538548753,0.905699482,11.59259259,5.6
Jerry Stackhouse,BKN,SF,37,14.7,1.8,4.6,38.4,0.8,2.4,33.7,0.5,0.6,87,0.1,0.8,0.9,0.9,0.2,0.6,0.1,0.8,4.9,0,0.503673197,0.891625616,3.675675676,1.1
Jerryd Bayless,MEM,PG,79,21.9,3.2,7.7,41.8,0.9,2.5,36,1.3,1.5,83.6,0.3,1.9,2.2,3.3,0.7,1.5,0.2,2.1,8.6,3.196347032,0.514113514,0.8633185,9.189873418,2.8
Jimmer Fredette,SAC,PG,68,14.1,2.5,6,41.9,1,2.3,41.9,1.3,1.5,85.9,0.3,0.8,1,1.3,0.5,1,0,0.9,7.2,-0.945626478,0.540982159,0.929791271,5.705882353,1.3
Jimmy Butler,CHI,SF,81,25.8,2.9,6.2,46.9,0.5,1.3,38.8,2.3,2.9,80.1,1.7,2.4,4,1.4,0.9,0.8,0.4,1.2,8.6,0.516795866,0.575652461,1.018261505,11.80246914,3.7
Joakim Noah,CHI,C,66,36.7,4.6,9.5,48.1,0,0.1,0,2.7,3.6,75.1,3.9,7.2,11.1,4,1.2,2.7,2.1,2.8,11.9,-0.090826521,0.536407369,0.8495671,23.60606061,10.5
Jodie Meeks,LAL,SG,77,21.2,2.6,6.8,38.9,1.6,4.4,36.1,1.1,1.2,90.5,0.5,1.7,2.2,0.9,0.7,0.7,0.1,1.3,8,-0.471698113,0.545634921,0.987179487,7.103896104,2.5
Joe Johnson,BKN,SG,73,36.7,6.2,14.6,42.1,2.1,5.5,37.3,1.8,2.2,82.2,0.7,2.3,3,3.5,0.7,1.7,0.2,1.4,16.2,1.725703906,0.520301889,0.931129477,13.91780822,3.2
Johan Petro,ATL,C,32,12,1.7,3.8,43.4,0,0.1,25,0.4,0.4,92.3,1.2,2.8,4,0.5,0.3,0.8,0.3,1.6,3.7,-3.888888889,0.461948011,0.763754045,5.90625,3.4
John Henson,MIL,PF,63,13.2,2.6,5.3,48.2,0,0,0,0.9,1.7,53.3,1.9,2.9,4.7,0.5,0.3,0.7,0.7,1.3,6,-2.777777778,0.495958854,0.876013905,9.603174603,3.9
John Jenkins,ATL,SG,62,15.1,2.2,4.9,45.5,0.9,2.3,39.7,1,1.2,85.5,0.3,1.3,1.6,1,0.2,0.7,0.2,0.6,6.4,-0.220750552,0.589790825,1.033854167,6.193548387,1.7
John Lucas,TOR,PG,63,13.1,2,5.3,38.6,0.9,2.4,37.7,0.3,0.4,72,0.1,0.9,1,1.7,0.4,0.4,0,0.8,5.3,5.597964377,0.484057971,0.899057873,4.793650794,1.3
John Salmons,SAC,SG,75,30,3.2,8.1,40.1,1.3,3.5,37.4,1.1,1.5,77.3,0.4,2.3,2.7,3,0.7,1.1,0.3,1.9,8.9,3,0.507814876,0.893645485,10.01333333,3.3
John Wall,WAS,PG,50,32.8,6.8,15.2,44.7,0.2,0.9,26.7,5,6.3,79.4,0.7,3.3,4,7.5,1.3,3.2,0.8,2.4,18.9,5.487804878,0.525817939,0.877030162,22.2,5.4
Jon Leuer,CLE,PF,9,10.1,1.1,3.1,35.7,0,0.3,0,0.2,0.7,33.3,0.6,0.9,1.4,0.6,0.2,0.6,0,1.2,2.4,-1.98019802,0.359007833,0.611111111,2.666666667,1.1
Jonas Jerebko,DET,PF,50,18.3,2.9,6.4,44.9,0.5,1.7,30.6,1.4,1.8,77.8,1.4,2.4,3.8,0.9,0.8,0.9,0.2,1.8,7.7,-1.639344262,0.535317019,0.93902439,9.4,3.4
Jonas Valanciunas,TOR,C,62,23.8,3.3,6,55.1,0,0,0,2.3,2.9,79.6,1.9,4,6,0.7,0.3,1.5,1.2,3,8.9,-4.341736695,0.611702128,0.994594595,13.5,5.5
Jordan Crawford,WAS,SG,43,26.3,4.9,11.8,41.5,1.4,4,34.5,2,2.5,82.1,0.7,2.4,3.1,3.6,0.6,2.3,0.1,1.4,13.2,0.380228137,0.512154656,0.860606061,11.90697674,3.1
Jordan Hill,LAL,C,29,15.8,2.7,5.3,49.7,0,0.1,0,1.4,2.1,65.6,2.8,2.9,5.7,0.4,0.3,0.9,0.7,1.9,6.7,-4.008438819,0.536385755,0.921615202,11,3.9
Jose Calderon,TOR,PG,45,28.3,4.2,8.8,47,1.8,4.1,42.9,1,1.2,90.4,0.3,2,2.4,7.4,0.6,1.7,0.1,1.3,11.1,11.42520612,0.595578426,1,15.51111111,2.7
Jose Juan Barea,MIN,PG,26,22.7,3.8,9.3,41.5,1,3,32.9,1.8,2.2,81,0.6,2.6,3.2,4.4,0.5,1.9,0,1.7,10.5,4.552129222,0.511082822,0.854460094,11.57692308,3.1
Josh Howard,MIN,SF,11,18.8,2.8,7,40.3,0.5,1.5,31.3,0.6,1.1,58.3,0.8,2.5,3.3,0.4,0.9,0.9,0.3,1.6,6.7,-3.368794326,0.449684006,0.795698925,7,3.7
Josh McRoberts,ORL,PF,41,16.7,1.5,3.7,39.2,0.4,1.3,30.9,0.5,0.7,73.3,1,2.3,3.3,1.7,0.2,0.7,0.3,1.6,3.9,2.594810379,0.485554746,0.818414322,6.682926829,2.8
Josh Smith,ATL,SF,75,35.3,7.2,15.6,46.4,0.8,2.6,29.8,2.2,4.2,52.1,1.8,6.7,8.4,4.2,1.3,3,1.8,2.3,17.4,-0.566572238,0.498624484,0.84057971,23.70666667,9.8
Jrue Holiday,PHI,PG,78,37.4,7.2,16.5,43.3,1.2,3.2,37.6,2.3,3,75.9,1.1,3.1,4.2,8,1.6,3.8,0.4,2.2,17.8,4.099821747,0.499294944,0.816470588,19.61538462,5.1
Justin Holiday,PHI,SG,9,15.9,1.6,4.8,32.6,0.4,1.7,26.7,0.7,0.9,75,0,1.3,1.3,1.7,0.3,1,0.7,0.4,4.2,0.838574423,0.408426483,0.678571429,4.222222222,2.3
Kawhi Leonard,SAS,SF,59,31.4,4.5,9.1,49.8,1.1,3,37.7,1.9,2.3,82.4,1.1,4.9,6,1.6,1.7,1.1,0.6,1.7,12.1,-0.106157113,0.598150258,1.065671642,16.69491525,7.2
Keith Bogans,BKN,SF,75,18.9,1.4,3.8,37.8,1.1,3.3,34,0.1,0.2,64.7,0.2,1.4,1.6,1,0.4,0.7,0.1,1.5,4.1,-0.176366843,0.528120713,0.89146165,4.213333333,1.9
Kemba Walker,CHA,PG,82,34.6,6.4,15.1,42.5,1.3,4,32.7,3.5,4.5,79.3,0.7,2.7,3.4,5.7,1.9,2.5,0.4,1.8,17.7,3.757225434,0.518081065,0.891551459,18.90243902,5
Kendall Marshall,PHO,PG,47,14.9,1.2,3.2,37.1,0.5,1.6,31.5,0.2,0.3,57.1,0.1,0.8,0.9,3,0.5,1.2,0.1,1,3,5.369127517,0.451460041,0.661971831,4.425531915,1.4
Kendrick Perkins,OKC,C,77,25,1.8,4,46,0,0,0,0.6,0.9,61.1,1.4,4.5,6,1.4,0.6,1.4,1.1,2.9,4.3,-1.866666667,0.48912401,0.734739179,10.1038961,6.2
Kenneth Faried,DEN,SF,81,28,4.8,8.6,55.2,0,0,0,2,3.3,61.2,3.2,5.9,9.1,1,1,1.4,1.1,2.9,11.6,-2.619047619,0.577055299,0.996290408,19.90123457,8
Kenyon Martin,NYK,PF,18,23.9,3.1,5.2,60.2,0,0,0,0.9,2.2,42.5,1.9,3.3,5.2,0.4,0.9,0.9,0.9,3.6,7.2,-2.649930265,0.582437276,1,12.88888889,5.1
Kevin Durant,OKC,SF,80,38.6,9,17.7,50.8,1.7,4.1,41.4,8.4,9.3,90.6,0.6,7.3,7.9,4.7,1.5,3.5,1.3,1.8,28.1,-0.949913644,0.644732012,1.087040619,32.2,10.1
Kevin Garnett,BOS,C,68,29.8,6.2,12.5,49.6,0,0.2,12.5,2.3,3,78.6,1.1,6.7,7.8,2.3,1.1,1.6,0.9,2.3,14.8,-0.223713647,0.535243041,0.948162111,19.69117647,8.7
Kevin Jones,CLE,PF,31,10.1,1.4,3.3,41.6,0,0,0,0.3,0.5,60,1.1,1.1,2.3,0.3,0.3,0.2,0.1,0.8,3,-2.75E-16,0.42644901,0.801724138,4.064516129,1.5
Kevin Love,MIN,PF,18,34.4,5.8,16.6,35.2,1.1,5.1,21.7,5.6,7.9,70.4,3.6,10.4,14,2.3,0.7,2.2,0.5,1.9,18.3,-1.937984496,0.455073586,0.802439024,25.05555556,11.6
Kevin Martin,OKC,SG,76,27.8,4.6,10.1,45,2.1,4.8,42.7,2.9,3.2,88.9,0.4,1.9,2.3,1.4,0.9,1.3,0.1,1.8,14.1,-1.318944844,0.61262744,1.084471421,12.30263158,2.9
Kevin Seraphin,WAS,PF,80,22,4.2,9.1,46.4,0,0,0,0.8,1.1,68.9,1.4,3,4.4,0.7,0.3,1.6,0.8,2.7,9.2,-5.151515152,0.479966611,0.817777778,9.2,4.1
Keyon Dooling,MEM,PG,7,11.7,1.4,3,47.6,0.7,1.7,41.7,0.9,1,85.7,0,0.1,0.1,1.1,0.1,0.7,0,1.1,4.4,0.284900285,0.643687708,1.050847458,3.714285714,0.2
Khris Middleton,DET,SF,28,18,2.3,5.3,44.2,0.5,1.7,31.9,1,1.1,84.4,0.1,1.8,1.9,1.1,0.6,0.4,0.1,2.1,6.1,1.851851852,0.528953229,0.979942693,6.535714286,2.5
Kim English,DET,SG,41,10,1,2.7,37.5,0.3,1.2,28,0.5,0.7,72.4,0.2,0.7,0.9,0.6,0.4,0.5,0.1,1.1,2.9,-1,0.480769231,0.812286689,2.87804878,1.2
Kirk Hinrich,CHI,SG,60,28.8,2.6,6.9,37.3,1.2,3,39,1.2,1.6,71.1,0.3,2.3,2.6,5.2,1,1.6,0.4,3.2,7.4,6.481481481,0.486586007,0.795698925,11.1,3.7
Klay Thompson,GSW,SG,81,35.7,6.1,14.7,42,2.6,6.4,39.9,1.6,1.9,84.4,0.4,3.4,3.8,2.2,1,1.9,0.5,2.9,16.5,-1.213818861,0.531078204,0.940225035,13.80246914,4.9
Kobe Bryant,LAL,SG,77,38.6,9.5,20.4,46.3,1.7,5.2,32.8,6.8,8.1,83.8,0.9,4.7,5.6,6,1.4,3.7,0.3,2.2,27.4,0.777202073,0.571642212,0.973247232,27.4025974,6.4
Kosta Koufos,DEN,C,82,22.4,3.6,6.2,58.2,0,0,0,0.7,1.3,55.8,2.6,4.3,6.9,0.4,0.5,0.6,1.3,3,8,-1.488095238,0.590905815,1.074529075,14.51219512,6.1
Kris Humphries,BKN,PF,65,18.3,2.1,4.8,44.8,0,0,0,1.5,1.9,78.9,1.9,3.7,5.6,0.5,0.2,0.9,0.5,2,5.8,-3.096539162,0.514240506,0.870669746,9.4,4.4
Kurt Thomas,NYK,PF,39,10.1,1.2,2.1,54.2,0,0,100,0.2,0.3,46.2,0.6,1.7,2.3,0.5,0.3,0.2,0.4,1.3,2.5,1.320132013,0.561411549,1.020833333,5.051282051,2.4
Kwame Brown,PHI,C,22,12.2,0.8,1.7,45.9,0,0,0,0.3,0.9,36.8,1,2.3,3.4,0.4,0.3,0.4,0.5,1.7,1.9,-1.092896175,0.458515284,0.75,5.818181818,3.1
Kyle Korver,ATL,SF,73,30.5,3.8,8.1,46.1,2.6,5.6,45.9,0.9,1,86.3,0.3,3.6,4,2,0.9,0.9,0.5,2.3,10.9,1.420765027,0.638721274,1.147801009,13.20547945,5
Kyle Lowry,TOR,PG,68,29.5,3.6,9.1,39.9,1.5,4.1,36.5,2.8,3.5,79.2,0.8,3.9,4.8,6.4,1.4,2.3,0.4,3.2,11.6,6.666666667,0.545100315,0.882550336,17.5,5.7
Kyle O'Quinn,ORL,PF,56,11.2,1.7,3.4,50.5,0,0,0,0.5,0.8,66.7,1.1,2.5,3.7,0.9,0.2,0.7,0.5,1.9,4,-0.892857143,0.533841754,0.890656064,7.196428571,3.2
Kyle Singler,DET,SG,83,28,3.3,7.8,42.7,0.8,2.4,34.7,1.2,1.5,80.3,1.3,2.7,4,0.9,0.7,1.2,0.4,2.7,8.7,-2.142857143,0.514245014,0.891908586,9.289156627,3.8
Kyrie Irving,CLE,PG,58,34.7,8.3,18.1,45.7,1.8,4.7,39.2,4.3,5,85.5,0.6,3.1,3.6,5.9,1.5,3.2,0.3,2.5,22.7,2.113352546,0.559188179,0.95365677,21.70689655,4.9
Lamar Odom,LAC,PF,82,19.7,1.8,4.5,39.9,0.2,1.1,20,0.2,0.5,47.6,1.4,4.4,5.9,1.7,0.8,1,0.7,2.6,4,0.676818951,0.423728814,0.695652174,9.707317073,5.9
LaMarcus Aldridge,POR,PF,73,37.6,8.6,17.8,48.2,0,0.2,14.3,3.8,4.6,81.1,2.4,6.6,9,2.6,0.8,2,1.2,2.5,20.9,-0.709219858,0.527356169,0.946063236,24.09589041,8.6
Lance Stephenson,IND,SG,79,28.7,3.5,7.5,46,0.8,2.4,33.3,1,1.5,65.8,0.6,3.3,3.9,2.8,1,1.4,0.2,2.1,8.7,1.62601626,0.532261064,0.899803536,11.69620253,4.5
Lance Thomas,NOR,SF,58,10.9,0.9,1.8,49,0,0,0,0.7,1,72.9,0.8,1.2,2,0.3,0.2,0.2,0.1,1.3,2.5,-2.55E-16,0.559759111,1,4.293103448,1.5
Landry Fields,TOR,SF,51,20.4,2,4.4,46.2,0,0.3,14.3,0.7,1.1,64.8,1.1,2.9,4,1.2,0.6,0.9,0.2,1.3,4.8,-0.490196078,0.49268018,0.822147651,7.901960784,3.7
Larry Sanders,MIL,C,71,27.2,4.3,8.5,50.9,0,0,0,1.2,1.9,61.5,3.1,6.3,9.4,1.2,0.7,1.2,2.9,3.3,9.8,-1.470588235,0.524570395,0.920026438,19.30985915,9.9
